epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1149.44,1.08822,0.83538,1.19494,0.79128,0.67969,0.75819,0.47879,1.35737,1.0076,1.37442,0.000371313,0.000371313,0.000371313
43,1174.62,1.07678,0.82299,1.18516,0.77997,0.70019,0.7704,0.49143,1.34405,0.98537,1.36424,0.000365125,0.000365125,0.000365125
44,1199.42,1.07012,0.82728,1.17978,0.80347,0.67834,0.76417,0.48484,1.35453,1.01663,1.38191,0.000358938,0.000358938,0.000358938
45,1224.45,1.06535,0.821,1.1842,0.77923,0.69678,0.766,0.48374,1.35863,0.99122,1.37883,0.00035275,0.00035275,0.00035275
46,1249.67,1.06512,0.81557,1.1769,0.79778,0.69014,0.76562,0.48358,1.36092,0.99706,1.37276,0.000346563,0.000346563,0.000346563
47,1286.84,1.05169,0.79706,1.16817,0.79292,0.69659,0.76756,0.48784,1.3533,0.98606,1.3712,0.000340375,0.000340375,0.000340375
48,1311.83,1.05539,0.79471,1.16871,0.8005,0.69316,0.7726,0.49085,1.35392,0.99484,1.37521,0.000334188,0.000334188,0.000334188
49,1336.94,1.04537,0.78282,1.16294,0.78336,0.70723,0.77026,0.49076,1.35132,0.99035,1.37323,0.000328,0.000328,0.000328
50,1361.97,1.03204,0.76812,1.15633,0.79582,0.70279,0.77573,0.49247,1.34907,0.97883,1.37436,0.000321812,0.000321812,0.000321812
51,1400.89,1.0322,0.76644,1.15381,0.78189,0.70499,0.7718,0.4907,1.34715,0.97487,1.37,0.000315625,0.000315625,0.000315625
52,1426.34,1.03037,0.76561,1.15601,0.7787,0.69886,0.7621,0.48638,1.35304,0.98935,1.38506,0.000309437,0.000309437,0.000309437
53,1451.4,1.02553,0.75462,1.14635,0.7905,0.69395,0.76517,0.48941,1.35234,0.98082,1.37544,0.00030325,0.00030325,0.00030325
54,1476.28,1.01101,0.73653,1.14352,0.79212,0.69943,0.76726,0.49033,1.34813,0.98514,1.38337,0.000297063,0.000297063,0.000297063
55,1508.17,1.02223,0.7495,1.14804,0.78451,0.69867,0.76431,0.48712,1.34953,0.98243,1.37293,0.000290875,0.000290875,0.000290875
56,1533.53,1.00627,0.73611,1.14451,0.79131,0.70586,0.77032,0.49329,1.34273,0.9674,1.37245,0.000284688,0.000284688,0.000284688
57,1558.45,0.99723,0.7264,1.13649,0.80205,0.68753,0.76833,0.49308,1.3544,0.97908,1.3859,0.0002785,0.0002785,0.0002785
58,1583.18,0.99635,0.72357,1.13397,0.81113,0.68107,0.77263,0.49493,1.35322,0.97803,1.38786,0.000272313,0.000272313,0.000272313
59,1608.05,0.99661,0.72185,1.13767,0.8239,0.68102,0.76969,0.49316,1.35948,0.97573,1.37954,0.000266125,0.000266125,0.000266125
60,1641.14,0.98929,0.71302,1.12987,0.79339,0.69156,0.76668,0.48953,1.35489,0.9801,1.3915,0.000259938,0.000259938,0.000259938
61,1665.95,0.97942,0.71001,1.13056,0.80098,0.69828,0.76842,0.4894,1.35662,0.98036,1.38535,0.00025375,0.00025375,0.00025375
62,1690.99,0.97233,0.69981,1.12654,0.79249,0.69615,0.76751,0.48954,1.35294,0.98632,1.38995,0.000247563,0.000247563,0.000247563
63,1715.87,0.96796,0.68971,1.12037,0.80541,0.68842,0.76569,0.48972,1.35146,0.99379,1.38448,0.000241375,0.000241375,0.000241375
64,1747.93,0.96159,0.68548,1.11925,0.8063,0.70369,0.77258,0.49082,1.35735,0.97814,1.39281,0.000235188,0.000235188,0.000235188
65,1773.74,0.95528,0.68282,1.11258,0.81181,0.69159,0.77411,0.49156,1.36635,0.97424,1.39249,0.000229,0.000229,0.000229
66,1798.45,0.95318,0.67735,1.11308,0.79745,0.69556,0.76918,0.49166,1.36067,0.97872,1.39473,0.000222813,0.000222813,0.000222813
67,1823.4,0.94506,0.6654,1.10329,0.80865,0.69293,0.77288,0.49049,1.35738,0.9709,1.39397,0.000216625,0.000216625,0.000216625
68,1848.47,0.93914,0.66445,1.10278,0.78918,0.70558,0.77231,0.49064,1.36135,0.98973,1.3995,0.000210437,0.000210437,0.000210437
69,1882.52,0.93502,0.65744,1.10368,0.78954,0.7099,0.77345,0.49118,1.36448,0.97844,1.39522,0.00020425,0.00020425,0.00020425
70,1907.51,0.9295,0.6535,1.09528,0.78067,0.7071,0.76881,0.48798,1.36304,0.99254,1.39253,0.000198063,0.000198063,0.000198063
71,1932.26,0.92602,0.64836,1.09162,0.79717,0.70931,0.77019,0.48704,1.36695,0.9879,1.39317,0.000191875,0.000191875,0.000191875
72,1957.25,0.92243,0.6492,1.09486,0.78865,0.7085,0.77441,0.48969,1.36158,0.98315,1.39777,0.000185688,0.000185688,0.000185688
73,1989.83,0.92116,0.64298,1.09073,0.80529,0.69782,0.76994,0.49003,1.35909,0.9801,1.39091,0.0001795,0.0001795,0.0001795
74,2014.97,0.91508,0.63274,1.08272,0.80025,0.69201,0.76835,0.48764,1.36407,0.98295,1.39922,0.000173313,0.000173313,0.000173313
75,2039.95,0.90993,0.63163,1.08665,0.81643,0.68309,0.76438,0.4854,1.36762,0.98736,1.40559,0.000167125,0.000167125,0.000167125
