epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.794,1.4166,1.98182,1.38567,0.62121,0.57435,0.60522,0.35207,1.46801,1.5017,1.44394,0.000207769,0.000207769,0.000207769
2,86.4084,1.50096,1.71469,1.47898,0.55182,0.47222,0.49941,0.28939,1.56668,1.76963,1.55178,0.000411983,0.000411983,0.000411983
3,114.262,1.5496,1.81258,1.53896,0.54442,0.41658,0.43092,0.23397,1.6572,1.98158,1.60035,0.000612072,0.000612072,0.000612072
4,141.571,1.57193,1.83201,1.56968,0.47493,0.45009,0.44634,0.24559,1.64223,1.79064,1.61982,0.000606437,0.000606437,0.000606437
5,168.979,1.54753,1.76543,1.54967,0.56388,0.49146,0.51016,0.28313,1.63421,1.71415,1.62643,0.00060025,0.00060025,0.00060025
6,196.341,1.51835,1.68775,1.53518,0.63458,0.51359,0.56545,0.33085,1.53433,1.57827,1.54782,0.000594062,0.000594062,0.000594062
7,223.508,1.522,1.65605,1.5262,0.63665,0.5406,0.5924,0.34722,1.52117,1.46126,1.5154,0.000587875,0.000587875,0.000587875
8,250.601,1.50014,1.60308,1.51811,0.65076,0.56507,0.61342,0.36631,1.49358,1.40205,1.50809,0.000581687,0.000581687,0.000581687
9,277.952,1.4881,1.55698,1.50727,0.69126,0.57101,0.63215,0.3838,1.45599,1.38273,1.47118,0.0005755,0.0005755,0.0005755
10,304.943,1.48061,1.52832,1.51236,0.71447,0.57881,0.66408,0.40479,1.44516,1.31241,1.45604,0.000569313,0.000569313,0.000569313
11,332.438,1.46861,1.49234,1.50592,0.68542,0.60291,0.65617,0.39978,1.45218,1.30765,1.45724,0.000563125,0.000563125,0.000563125
12,359.76,1.477,1.47821,1.51273,0.69065,0.61468,0.67514,0.41108,1.44409,1.25903,1.46356,0.000556938,0.000556938,0.000556938
13,387.065,1.47514,1.47071,1.50967,0.71754,0.60706,0.6835,0.41741,1.43048,1.25937,1.44838,0.00055075,0.00055075,0.00055075
14,414.482,1.47452,1.42916,1.5006,0.71598,0.60931,0.68755,0.42303,1.43132,1.2404,1.45119,0.000544563,0.000544563,0.000544563
15,441.645,1.45446,1.42144,1.50031,0.73297,0.62254,0.70152,0.43382,1.40553,1.19141,1.42371,0.000538375,0.000538375,0.000538375
16,469.469,1.45225,1.38861,1.49226,0.73171,0.63301,0.70384,0.43163,1.41133,1.18501,1.43128,0.000532187,0.000532187,0.000532187
17,496.695,1.45136,1.37508,1.49904,0.71584,0.6344,0.70813,0.44165,1.38572,1.17871,1.4006,0.000526,0.000526,0.000526
18,524.028,1.44161,1.35942,1.49307,0.72432,0.62102,0.70334,0.44089,1.38695,1.16755,1.4046,0.000519812,0.000519812,0.000519812
19,550.997,1.44794,1.35756,1.50057,0.73486,0.6409,0.71516,0.44278,1.39898,1.15706,1.41674,0.000513625,0.000513625,0.000513625
20,578.227,1.44088,1.33878,1.49842,0.72534,0.64182,0.71569,0.44721,1.38599,1.13338,1.40005,0.000507438,0.000507438,0.000507438
21,605.422,1.43476,1.31916,1.49675,0.72426,0.65603,0.72094,0.45247,1.38817,1.13539,1.40179,0.00050125,0.00050125,0.00050125
22,632.901,1.42583,1.29435,1.48543,0.72103,0.64765,0.71537,0.44823,1.39266,1.14356,1.39786,0.000495063,0.000495063,0.000495063
23,660.243,1.42214,1.27963,1.48319,0.7407,0.64319,0.72074,0.44683,1.39426,1.12467,1.4158,0.000488875,0.000488875,0.000488875
24,687.215,1.40489,1.26889,1.47582,0.73137,0.65682,0.71933,0.45156,1.38869,1.13087,1.40221,0.000482687,0.000482687,0.000482687
25,714.307,1.39782,1.25219,1.47219,0.7721,0.65763,0.73965,0.46401,1.36898,1.09224,1.39214,0.0004765,0.0004765,0.0004765
26,741.627,1.3956,1.2376,1.46646,0.75805,0.64643,0.73419,0.46157,1.36865,1.09808,1.38867,0.000470312,0.000470312,0.000470312
27,769.154,1.382,1.22272,1.45966,0.75309,0.66801,0.73668,0.46368,1.37202,1.08352,1.39642,0.000464125,0.000464125,0.000464125
28,796.521,1.36995,1.19676,1.45257,0.76147,0.67282,0.7412,0.46623,1.36296,1.0762,1.39656,0.000457938,0.000457938,0.000457938
29,823.629,1.35905,1.19199,1.44358,0.77104,0.66881,0.75128,0.47602,1.35493,1.05996,1.37023,0.00045175,0.00045175,0.00045175
30,851.018,1.35712,1.17597,1.43841,0.7766,0.66088,0.75176,0.47624,1.35883,1.05519,1.37786,0.000445562,0.000445562,0.000445562
31,878.243,1.35127,1.16447,1.42956,0.75061,0.67685,0.74918,0.47179,1.3685,1.06173,1.3908,0.000439375,0.000439375,0.000439375
32,905.645,1.33819,1.15085,1.42682,0.77703,0.68366,0.75976,0.48278,1.35154,1.02763,1.37531,0.000433187,0.000433187,0.000433187
33,932.779,1.3456,1.13659,1.42187,0.78334,0.66802,0.75278,0.47477,1.363,1.03978,1.37426,0.000427,0.000427,0.000427
34,960.089,1.32983,1.12553,1.41852,0.77348,0.67926,0.75559,0.47688,1.35253,1.02998,1.37371,0.000420812,0.000420812,0.000420812
35,987.3,1.31414,1.09294,1.40783,0.78912,0.67295,0.76162,0.4863,1.34145,1.01002,1.36839,0.000414625,0.000414625,0.000414625
36,1014.76,1.31278,1.07987,1.39957,0.78038,0.6751,0.75769,0.48152,1.35197,1.01886,1.37322,0.000408438,0.000408438,0.000408438
37,1042,1.30562,1.08405,1.40137,0.76811,0.6921,0.76158,0.48328,1.35881,1.01859,1.37612,0.00040225,0.00040225,0.00040225
38,1069.3,1.30581,1.06979,1.39757,0.78063,0.67352,0.76006,0.4819,1.3431,1.0184,1.37065,0.000396063,0.000396063,0.000396063
39,1096.61,1.29682,1.05203,1.38874,0.77134,0.67906,0.75963,0.48252,1.34324,1.01239,1.35862,0.000389875,0.000389875,0.000389875
40,1123.78,1.28242,1.04097,1.38702,0.79264,0.68438,0.76795,0.48971,1.34851,1.01489,1.37073,0.000383688,0.000383688,0.000383688
