epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,703.64,1.18734,0.93172,1.01778,0.60876,0.36024,0.38552,0.25811,1.25407,1.08208,1.06019,0.000118023,0.000118023,0.000118023
23,742.374,1.19356,0.929,1.01761,0.59582,0.36032,0.38374,0.2578,1.25939,1.08748,1.06162,0.000116548,0.000116548,0.000116548
24,791.883,1.17778,0.91021,1.0136,0.59633,0.36051,0.39337,0.26263,1.25739,1.08467,1.05815,0.000115073,0.000115073,0.000115073
25,844.181,1.17514,0.90923,1.01106,0.58215,0.37875,0.39021,0.26199,1.24842,1.07687,1.05793,0.000113598,0.000113598,0.000113598
26,894.761,1.18639,0.91077,1.01134,0.6063,0.35929,0.38735,0.25917,1.24454,1.07026,1.06112,0.000112122,0.000112122,0.000112122
27,948.882,1.17095,0.89568,1.00888,0.63537,0.36678,0.40167,0.26656,1.23564,1.06854,1.05557,0.000110647,0.000110647,0.000110647
28,1001.12,1.15612,0.89078,1.00323,0.55273,0.37136,0.39147,0.26104,1.23954,1.0732,1.05838,0.000109172,0.000109172,0.000109172
29,1057.37,1.16238,0.88264,1.00334,0.61177,0.37121,0.38849,0.2604,1.24596,1.0668,1.05722,0.000107697,0.000107697,0.000107697
30,1108.81,1.15828,0.87544,1.00222,0.57266,0.38415,0.39684,0.26631,1.25357,1.06516,1.05896,0.000106222,0.000106222,0.000106222
31,1162.1,1.15451,0.86972,0.9999,0.58719,0.37273,0.38961,0.25905,1.25206,1.06591,1.06273,0.000104747,0.000104747,0.000104747
32,1214.95,1.15457,0.86291,0.99873,0.56681,0.37562,0.39785,0.26409,1.24417,1.0638,1.0601,0.000103272,0.000103272,0.000103272
33,1266.12,1.15259,0.85981,0.99902,0.59618,0.36949,0.39756,0.26711,1.24168,1.05837,1.05597,0.000101797,0.000101797,0.000101797
34,1321,1.14495,0.85504,0.99763,0.60214,0.38208,0.40105,0.26597,1.23805,1.05371,1.06149,0.000100322,0.000100322,0.000100322
35,1373.16,1.14317,0.84124,0.99571,0.59232,0.36709,0.39351,0.26134,1.24244,1.05672,1.06048,9.88466e-05,9.88466e-05,9.88466e-05
36,1428.82,1.14265,0.83721,0.99109,0.59609,0.36631,0.39335,0.25895,1.24456,1.05957,1.0612,9.73715e-05,9.73715e-05,9.73715e-05
37,1483.47,1.13182,0.83222,0.99286,0.63813,0.36454,0.39979,0.26522,1.2464,1.05383,1.0562,9.58964e-05,9.58964e-05,9.58964e-05
38,1537.55,1.13485,0.83158,0.99042,0.59427,0.37041,0.39534,0.2627,1.24713,1.05728,1.06269,9.44213e-05,9.44213e-05,9.44213e-05
39,1581.16,1.12915,0.82129,0.98841,0.59677,0.38269,0.39912,0.26772,1.23958,1.05076,1.05878,9.29462e-05,9.29462e-05,9.29462e-05
40,1614.55,1.13054,0.8243,0.98939,0.63418,0.37273,0.40037,0.27038,1.23713,1.04885,1.05649,9.14711e-05,9.14711e-05,9.14711e-05
41,1645.36,1.12487,0.81821,0.9869,0.59756,0.37902,0.39603,0.26445,1.2472,1.04698,1.06386,8.9996e-05,8.9996e-05,8.9996e-05
42,1675.91,1.12133,0.81057,0.98558,0.59499,0.37033,0.39503,0.26531,1.24518,1.04976,1.05862,8.85209e-05,8.85209e-05,8.85209e-05
43,1706.9,1.11179,0.80324,0.98467,0.6198,0.37551,0.40217,0.26847,1.23957,1.04494,1.05941,8.70458e-05,8.70458e-05,8.70458e-05
44,1737.2,1.11694,0.80579,0.98246,0.62772,0.35819,0.39602,0.26142,1.23987,1.05119,1.05843,8.55707e-05,8.55707e-05,8.55707e-05
45,1768.77,1.11183,0.79639,0.9812,0.5812,0.37644,0.40115,0.27048,1.24328,1.0483,1.05921,8.40956e-05,8.40956e-05,8.40956e-05
46,1798.42,1.11228,0.79686,0.98087,0.60823,0.37602,0.40351,0.2685,1.24764,1.05109,1.06019,8.26205e-05,8.26205e-05,8.26205e-05
47,1829.87,1.11157,0.7891,0.97781,0.58441,0.38026,0.4035,0.27033,1.24724,1.04604,1.05834,8.11454e-05,8.11454e-05,8.11454e-05
48,1860.46,1.11113,0.78783,0.97945,0.6472,0.36715,0.40419,0.26944,1.2455,1.04548,1.05965,7.96703e-05,7.96703e-05,7.96703e-05
49,1890.82,1.094,0.78244,0.97645,0.58888,0.38117,0.40171,0.26945,1.24317,1.04768,1.05967,7.81952e-05,7.81952e-05,7.81952e-05
50,1921.08,1.09774,0.77532,0.97576,0.60785,0.3681,0.40072,0.26911,1.24401,1.04707,1.05963,7.67201e-05,7.67201e-05,7.67201e-05
51,1952.49,1.10249,0.77778,0.97553,0.60412,0.36983,0.3996,0.26877,1.24923,1.05298,1.06011,7.5245e-05,7.5245e-05,7.5245e-05
52,1983.91,1.10193,0.77662,0.97261,0.59031,0.38661,0.40678,0.27083,1.24222,1.04414,1.05995,7.37699e-05,7.37699e-05,7.37699e-05
53,2014.89,1.09057,0.76438,0.97236,0.59757,0.38021,0.40358,0.27151,1.24857,1.04466,1.06394,7.22948e-05,7.22948e-05,7.22948e-05
54,2045.39,1.08627,0.7621,0.96921,0.59174,0.37993,0.40468,0.27067,1.24029,1.03915,1.0598,7.08197e-05,7.08197e-05,7.08197e-05
55,2075.95,1.09193,0.76051,0.96824,0.56795,0.38491,0.40244,0.27116,1.24084,1.04011,1.05974,6.93446e-05,6.93446e-05,6.93446e-05
56,2107.64,1.07869,0.75512,0.96755,0.579,0.38456,0.39958,0.26494,1.24477,1.03716,1.06139,6.78695e-05,6.78695e-05,6.78695e-05
57,2137.79,1.08156,0.7558,0.9685,0.59927,0.37799,0.40138,0.27001,1.24138,1.03848,1.06099,6.63944e-05,6.63944e-05,6.63944e-05
58,2168.37,1.09057,0.75767,0.972,0.57606,0.38602,0.40325,0.27091,1.24204,1.04398,1.0622,6.49193e-05,6.49193e-05,6.49193e-05
59,2198.92,1.07119,0.74735,0.96518,0.59052,0.37377,0.3983,0.26837,1.2323,1.0416,1.0567,6.34442e-05,6.34442e-05,6.34442e-05
60,2228.44,1.07973,0.74811,0.96667,0.61007,0.37743,0.40622,0.27138,1.23759,1.04171,1.05832,6.19691e-05,6.19691e-05,6.19691e-05
61,2259.81,1.07244,0.74382,0.96436,0.59934,0.37835,0.40433,0.27107,1.23804,1.03964,1.05704,6.0494e-05,6.0494e-05,6.0494e-05
62,2289.92,1.07436,0.74147,0.96292,0.58639,0.39147,0.40755,0.27344,1.23468,1.03674,1.06002,5.90189e-05,5.90189e-05,5.90189e-05
63,2322.11,1.05966,0.73455,0.96338,0.54919,0.39924,0.40656,0.27252,1.23517,1.03513,1.0564,5.75438e-05,5.75438e-05,5.75438e-05
64,2353.5,1.06079,0.73249,0.9597,0.59593,0.38642,0.40487,0.2708,1.23792,1.03751,1.05968,5.60687e-05,5.60687e-05,5.60687e-05
65,2383.84,1.06954,0.73376,0.95973,0.59132,0.3829,0.40554,0.2708,1.2384,1.03947,1.05704,5.45936e-05,5.45936e-05,5.45936e-05
66,2414.03,1.068,0.73192,0.95985,0.63372,0.37531,0.40867,0.27367,1.23859,1.02933,1.06065,5.31185e-05,5.31185e-05,5.31185e-05
67,2444.47,1.06041,0.72431,0.95901,0.60058,0.38605,0.40501,0.27018,1.23808,1.03491,1.06004,5.16434e-05,5.16434e-05,5.16434e-05
68,2475.31,1.05339,0.71756,0.95525,0.59304,0.38755,0.40743,0.27515,1.2376,1.03481,1.05799,5.01683e-05,5.01683e-05,5.01683e-05
69,2505.7,1.05507,0.71777,0.95657,0.59512,0.3853,0.40602,0.27205,1.23914,1.03718,1.06166,4.86932e-05,4.86932e-05,4.86932e-05
70,2536.61,1.0538,0.71413,0.95312,0.57141,0.39885,0.4055,0.27066,1.24242,1.03975,1.0635,4.72181e-05,4.72181e-05,4.72181e-05
71,2567.1,1.05232,0.71753,0.9553,0.61382,0.3843,0.4074,0.27306,1.23952,1.03821,1.06162,4.5743e-05,4.5743e-05,4.5743e-05
72,2597.83,1.05625,0.71387,0.9538,0.61475,0.38918,0.41084,0.27414,1.24019,1.03699,1.05922,4.42679e-05,4.42679e-05,4.42679e-05
73,2628.34,1.04576,0.70459,0.95087,0.62586,0.38652,0.40964,0.2752,1.24129,1.03698,1.06082,4.27928e-05,4.27928e-05,4.27928e-05
74,2658.71,1.04661,0.70663,0.95144,0.59347,0.38871,0.40884,0.2746,1.23705,1.03474,1.05805,4.13177e-05,4.13177e-05,4.13177e-05
75,2688.34,1.04526,0.70229,0.95116,0.61702,0.38127,0.40966,0.27444,1.23603,1.03719,1.05985,3.98426e-05,3.98426e-05,3.98426e-05
76,2718.8,1.04696,0.69978,0.95096,0.5732,0.39617,0.41072,0.27182,1.2433,1.04054,1.06462,3.83675e-05,3.83675e-05,3.83675e-05
77,2749.27,1.03933,0.69735,0.94828,0.60367,0.38259,0.40935,0.27445,1.2418,1.03732,1.06563,3.68924e-05,3.68924e-05,3.68924e-05
78,2778.87,1.04231,0.69625,0.95244,0.62092,0.38377,0.41023,0.27412,1.24315,1.03362,1.0647,3.54173e-05,3.54173e-05,3.54173e-05
79,2809.31,1.0411,0.69643,0.94861,0.64995,0.38166,0.41228,0.2773,1.24303,1.03543,1.06509,3.39422e-05,3.39422e-05,3.39422e-05
80,2839.99,1.0333,0.69277,0.94857,0.62277,0.38306,0.4099,0.2758,1.24114,1.03558,1.06311,3.24671e-05,3.24671e-05,3.24671e-05
81,2869.43,1.03357,0.68983,0.94732,0.61642,0.38463,0.41055,0.27517,1.24162,1.03875,1.06378,3.0992e-05,3.0992e-05,3.0992e-05
82,2899.99,1.03734,0.69082,0.94713,0.63372,0.38298,0.41252,0.27594,1.23959,1.0348,1.06263,2.95169e-05,2.95169e-05,2.95169e-05
83,2930.22,1.027,0.68572,0.9462,0.63078,0.38202,0.41086,0.2761,1.24041,1.03581,1.06199,2.80418e-05,2.80418e-05,2.80418e-05
84,2960.28,1.02656,0.67982,0.94405,0.63772,0.38354,0.41151,0.27733,1.24132,1.03507,1.06181,2.65667e-05,2.65667e-05,2.65667e-05
85,2990.69,1.02591,0.6821,0.94234,0.62566,0.38847,0.4126,0.27818,1.24033,1.03539,1.06304,2.50916e-05,2.50916e-05,2.50916e-05
86,3021.15,1.02391,0.67694,0.94332,0.61696,0.38785,0.41032,0.27607,1.24154,1.03591,1.06382,2.36165e-05,2.36165e-05,2.36165e-05
87,3051.17,1.02647,0.68162,0.94561,0.64291,0.37622,0.40984,0.27529,1.24114,1.03653,1.06213,2.21414e-05,2.21414e-05,2.21414e-05
88,3082.16,1.02826,0.67899,0.94279,0.61861,0.3825,0.40988,0.27518,1.24074,1.03693,1.06179,2.06663e-05,2.06663e-05,2.06663e-05
89,3112.35,1.02156,0.675,0.94139,0.61584,0.38773,0.41075,0.27476,1.24018,1.03466,1.06302,1.91912e-05,1.91912e-05,1.91912e-05
90,3143.27,1.02668,0.67365,0.94299,0.62324,0.38579,0.4105,0.27444,1.24188,1.03253,1.06459,1.77161e-05,1.77161e-05,1.77161e-05
91,3174.54,1.01932,0.65111,0.93632,0.60994,0.37901,0.40347,0.26767,1.25184,1.04259,1.07294,1.6241e-05,1.6241e-05,1.6241e-05
92,3203.47,1.00282,0.632,0.9275,0.61856,0.3783,0.4032,0.26784,1.25119,1.04461,1.07201,1.47659e-05,1.47659e-05,1.47659e-05
93,3232.42,0.99595,0.62657,0.92654,0.60971,0.38128,0.40386,0.26915,1.25075,1.0441,1.07034,1.32908e-05,1.32908e-05,1.32908e-05
94,3261.33,0.99037,0.62082,0.92362,0.61573,0.37802,0.40568,0.27157,1.24863,1.04314,1.06952,1.18157e-05,1.18157e-05,1.18157e-05
95,3290.66,0.99051,0.61881,0.92295,0.63068,0.37256,0.40544,0.27231,1.24745,1.04585,1.06969,1.03406e-05,1.03406e-05,1.03406e-05
96,3320.23,0.98904,0.61399,0.92279,0.63133,0.37855,0.40675,0.27265,1.24889,1.04652,1.07,8.8655e-06,8.8655e-06,8.8655e-06
97,3349.01,0.9796,0.61044,0.92118,0.64443,0.37469,0.40672,0.27196,1.24858,1.04536,1.06928,7.3904e-06,7.3904e-06,7.3904e-06
98,3377.92,0.98356,0.61188,0.92006,0.65284,0.36935,0.40612,0.27193,1.24555,1.04456,1.06816,5.9153e-06,5.9153e-06,5.9153e-06
99,3406.83,0.98629,0.61129,0.92144,0.63506,0.374,0.40646,0.27222,1.24692,1.04684,1.06817,4.4402e-06,4.4402e-06,4.4402e-06
100,3448.22,0.98205,0.60892,0.9206,0.63694,0.37352,0.40631,0.27257,1.24741,1.04634,1.06888,2.9651e-06,2.9651e-06,2.9651e-06
