experiment_name,stage,module,model,dataset,epochs,imgsz,batch,best_epoch,best_metric,best_precision,best_recall,best_map50,best_map50_95,final_epoch,final_precision,final_recall,final_map50,final_map50_95,result_dir,best_weight,note,params_m,gflops,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,inference_fps,model_size_mb,efficiency_imgsz,efficiency_batch,efficiency_device
exdark_yolo11s_lqa_weight,module1,module1_lqa_weight,weights/pretrained/yolo11s.pt,runs/module1_lqa_weight/exdark_lqa.yaml,100,640,16,52,metrics/mAP50-95(B),0.78096,0.67194,0.74813,0.4803,100,0.78931,0.6662,0.72113,0.45208,runs/module1_lqa_weight/exdark_yolo11s_lqa_weight,runs/module1_lqa_weight/exdark_yolo11s_lqa_weight/weights/best.pt,lqa sampling weight for small-dark objects,,,0.3395,1.4432,0.3187,2.1014,475.8745,692.9113,18.2899,640,16,0
