epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1419.16,1.32646,0.95723,1.15983,0.56955,0.40124,0.41264,0.2758,1.2551,1.05843,1.06277,8.9996e-05,8.9996e-05,8.9996e-05
42,1450.6,1.31662,0.94988,1.15477,0.61601,0.37878,0.41149,0.27374,1.26624,1.06535,1.06541,8.85209e-05,8.85209e-05,8.85209e-05
43,1482.84,1.30444,0.93955,1.15264,0.61388,0.38101,0.41526,0.27765,1.24998,1.06369,1.05851,8.70458e-05,8.70458e-05,8.70458e-05
44,1514.03,1.31375,0.94139,1.1531,0.60731,0.38778,0.40839,0.27141,1.25779,1.06181,1.06655,8.55707e-05,8.55707e-05,8.55707e-05
45,1547.03,1.30855,0.9329,1.14996,0.63953,0.37616,0.41462,0.27988,1.25672,1.06158,1.06298,8.40956e-05,8.40956e-05,8.40956e-05
46,1578.97,1.31104,0.93438,1.15145,0.59543,0.3992,0.41541,0.27503,1.26412,1.0615,1.06426,8.26205e-05,8.26205e-05,8.26205e-05
47,1612.12,1.3079,0.92599,1.1484,0.60148,0.38241,0.41238,0.27943,1.25642,1.05954,1.06281,8.11454e-05,8.11454e-05,8.11454e-05
48,1644.44,1.30789,0.92545,1.14976,0.59914,0.39149,0.41592,0.27305,1.26281,1.05531,1.07041,7.96703e-05,7.96703e-05,7.96703e-05
49,1677.91,1.28702,0.91163,1.14457,0.57165,0.40236,0.4138,0.27637,1.26414,1.05498,1.06801,7.81952e-05,7.81952e-05,7.81952e-05
50,1710.21,1.29022,0.9066,1.14318,0.58191,0.39764,0.40888,0.27275,1.25702,1.05848,1.06451,7.67201e-05,7.67201e-05,7.67201e-05
51,1742.9,1.29801,0.91074,1.1444,0.59793,0.39922,0.41714,0.27915,1.26279,1.05295,1.06719,7.5245e-05,7.5245e-05,7.5245e-05
52,1774.41,1.29809,0.90855,1.14192,0.60942,0.38372,0.41155,0.27275,1.2591,1.05426,1.06779,7.37699e-05,7.37699e-05,7.37699e-05
53,1807.38,1.2811,0.895,1.13829,0.60023,0.39367,0.41663,0.27964,1.25932,1.0525,1.06589,7.22948e-05,7.22948e-05,7.22948e-05
54,1838.57,1.27643,0.88819,1.1349,0.61161,0.39186,0.41913,0.27658,1.25632,1.04836,1.06592,7.08197e-05,7.08197e-05,7.08197e-05
55,1871.5,1.28317,0.89053,1.13425,0.61689,0.40012,0.42167,0.2832,1.25501,1.04322,1.06231,6.93446e-05,6.93446e-05,6.93446e-05
56,1903.95,1.26989,0.8833,1.13443,0.59113,0.40765,0.42164,0.28138,1.25927,1.04962,1.06558,6.78695e-05,6.78695e-05,6.78695e-05
57,1936.78,1.26846,0.88117,1.13398,0.61018,0.40081,0.41851,0.28132,1.25586,1.04934,1.06138,6.63944e-05,6.63944e-05,6.63944e-05
58,1968.48,1.27765,0.87936,1.13505,0.60211,0.39213,0.41317,0.27747,1.26138,1.05186,1.06563,6.49193e-05,6.49193e-05,6.49193e-05
59,2001.11,1.25518,0.86995,1.12927,0.60745,0.38642,0.41618,0.27884,1.25004,1.04682,1.0608,6.34442e-05,6.34442e-05,6.34442e-05
60,2032.34,1.26655,0.86889,1.13262,0.60402,0.39409,0.41908,0.28096,1.25464,1.0444,1.06552,6.19691e-05,6.19691e-05,6.19691e-05
61,2065.19,1.25796,0.86275,1.12941,0.6085,0.39517,0.4141,0.27897,1.25488,1.04777,1.06381,6.0494e-05,6.0494e-05,6.0494e-05
62,2097.16,1.26253,0.86167,1.12755,0.61884,0.38994,0.41586,0.2792,1.25311,1.04663,1.06605,5.90189e-05,5.90189e-05,5.90189e-05
63,2130.6,1.24049,0.8521,1.12742,0.62424,0.39051,0.42022,0.28172,1.25377,1.04519,1.06505,5.75438e-05,5.75438e-05,5.75438e-05
64,2162.4,1.24486,0.85262,1.12427,0.63223,0.38727,0.42156,0.28183,1.25648,1.04218,1.0656,5.60687e-05,5.60687e-05,5.60687e-05
65,2194.67,1.2544,0.8498,1.12501,0.63883,0.39141,0.42066,0.27853,1.25297,1.04232,1.06444,5.45936e-05,5.45936e-05,5.45936e-05
66,2225.9,1.25154,0.85105,1.1241,0.62274,0.39887,0.42114,0.28183,1.25725,1.04522,1.06742,5.31185e-05,5.31185e-05,5.31185e-05
67,2258.53,1.24409,0.84218,1.1228,0.63161,0.39194,0.42146,0.28326,1.25498,1.047,1.0651,5.16434e-05,5.16434e-05,5.16434e-05
68,2290.19,1.2355,0.83369,1.11805,0.62666,0.39109,0.41648,0.27725,1.26001,1.04483,1.06982,5.01683e-05,5.01683e-05,5.01683e-05
69,2322.64,1.23549,0.83241,1.11845,0.61277,0.39769,0.41429,0.27384,1.25855,1.04697,1.06689,4.86932e-05,4.86932e-05,4.86932e-05
70,2353.82,1.23427,0.82823,1.11545,0.61304,0.39677,0.41813,0.27611,1.25807,1.04342,1.06844,4.72181e-05,4.72181e-05,4.72181e-05
71,2386.97,1.23419,0.83263,1.11987,0.6138,0.39975,0.41354,0.27724,1.25347,1.05254,1.06722,4.5743e-05,4.5743e-05,4.5743e-05
72,2418.56,1.23567,0.82605,1.11543,0.6345,0.39423,0.41388,0.27568,1.25691,1.04475,1.06686,4.42679e-05,4.42679e-05,4.42679e-05
73,2451.19,1.2211,0.81626,1.11125,0.63018,0.39532,0.41942,0.28109,1.25621,1.05778,1.06756,4.27928e-05,4.27928e-05,4.27928e-05
74,2483.23,1.22226,0.81695,1.11136,0.63258,0.39817,0.4228,0.28178,1.25662,1.04863,1.06608,4.13177e-05,4.13177e-05,4.13177e-05
75,2515.19,1.22,0.8148,1.11198,0.63137,0.40197,0.42544,0.2826,1.25508,1.051,1.06553,3.98426e-05,3.98426e-05,3.98426e-05
76,2547.06,1.22499,0.81194,1.11222,0.62153,0.40829,0.42283,0.28175,1.25609,1.0516,1.06791,3.83675e-05,3.83675e-05,3.83675e-05
77,2578.89,1.20845,0.80408,1.10595,0.60791,0.40456,0.42185,0.28194,1.25951,1.05551,1.06814,3.68924e-05,3.68924e-05,3.68924e-05
78,2611.12,1.2122,0.80496,1.11045,0.63374,0.40094,0.42056,0.28036,1.25844,1.05444,1.06907,3.54173e-05,3.54173e-05,3.54173e-05
79,2642.96,1.21149,0.80375,1.10735,0.64053,0.40218,0.42032,0.27998,1.25803,1.05234,1.07106,3.39422e-05,3.39422e-05,3.39422e-05
